rating,content
1,They won't stop billing me though I switched to Quickbooks.
5,Outstanding product that makes banking easy and efficient. Any questions are always quickly and professionally answered.
1,Stop emailing me.I hate the subscription model.
2,"I don’t really recall what the transaction was, though as usual, it was confusing and hard to figure out what I needed to do and why."
2,I had a very unhappy experience caused by lack of meaningful contact w/ proprietor.Thourly recommend against this product.Howz this for?
5,
5,Excellent product.  Easy to use and up to date.
5,"I have been using Quicken for both my business finances and my personal finances for 15+ years.  It allows me to track and spot trends quickly, and enables me to meet budget and reporting requirements."
4,Works great with different banks and financial institutions
5,"I've been using Quicken for a few years now, and absolutely love how easy it is to track our expenses,down to the penny. I highly recommend this software!"
1,"Was unable to synch to my financial organization for over a week. Customer service was of no help. Updates will not install. Per customer service, the program must be downloaded from your website and reinstalled. Updates have been coming at a rate of once a week for over a month. This is ridiculous. I will not be renewing my subscription."
5,I love my Quicken!  No need to mess with a check book entry since most of my purchases are by debit or credit card. Know in a few seconds what my balances are at any given time plus I can never forget an auto payment because Quicken reminds me to enter it!  Strongly recommend Quicken!
5,"I have been DEPENDENT on your software since you first offered you service!!Was that 1971??A few years were not so great, but since you kept yourself out of MS's grasp and developed a more aggressive improvement effort, you are BY FAR my choice for financial accounting support. I really and truly do not think I would have been able to keep track of my finances all these 50 years, or more, as well without Quicken!"
4,"I use Quicken on the Mac everyday. It works and does everything I need. My only issue is that I would like to see the same functionality in Quicken for iPadOS (not the phone). That is one of two things that keep me from moving to the iPad completely (the other is writing code, but I don’t see that happening, nor is it really a good idea)."
5,Great product!The Quicken team listens to their users and consistently make changes that improve functionality and ease of use.Can’t imagine not having Quicken to keep track of my finances!
5,"I'm on an annual subscription, so I get a reminder, the deal is done automatically, and I go about my business. Pretty cool, eh?"
5,I've been a Quicken user for 20 years or more. I LOVE IT!
4,
5,I’ve been using Quicken for the last 15 years both for my business as well as personally. Have always had a good experience with the softwares function. The few times that I’ve had an issue the personal at Quicken have always been very responsive to my issues. Thanks George H.
5,"I have used Quicken for many years. It allows me to manage day to day checking, checkbook reconciliation, manage charge card balances and budgeting."
5,
5,"Really enjoy using your product. It has been easy to navigate, user friendly and very comprehensive. Especially enjoy the projected balances chart and the graph showing cash flow for any length of time. Would like to see a more modern update on the user interface with improved icons, colors and layout."
5,
4,income  categories should precede expense categories in the planning tab for budgeting
2,The automatic upload gives double postings.I spend far too much time resolving these!!!!!!!
4,"I have been using Quicken since 1990.  Only had occasional problems with downloading data from financial institutions, most recently with the Charles Schwab issue."
1,Still needs massive overhaul after 6+ years.
5,
4,Quicken for Mac is finally improving. I'm having less issues connecting to financial institutions than I used. Quicken for Mac is also becoming more feature rich and I don't long for the windows version as much as I used to
5,"I have used Quicken on my iMac for many years and love it! although I don't have need of all of the many features, I do use it to keep track of my expenses and also use it to list all of my outgoing expenses in my checking account, and the deposits that will be coming in. I do this in advance of every month so that I know at the beginning of every month how much ""disposable"" income will be left over. Couldn't do without Quicken!"
4,"Quicken is an indispensable tool for me. I would like to see improvement in the quick pay. USAA and VIVINT don't work and I have to do Check Pay. With current crappy mail service, I have to pay bills several weeks early."
4,"Quicken is an indispensable tool for me. I would like to see improvement in the quick pay. USAA and VIVINT don't work and I have to do Check Pay. With current crappy mail service, I have to pay bills several weeks early."
2,"The software works pretty good. But the support not so much.I wrote in about a printer issue long time ago and no body not a email, text, letter or even a phone call. To resolve the issue."
1,I hate quicken. Wish I didn't have to use it.
5,I LOVE Quicken products. I have been using Quicken since the 1990’s. Better than spreadsheets anyday!!
3,"Product offers lots of benefits, with no explaining or examples on how to use them."
3,"Your down loading program needs work.  Not just the Schwab mess, but I have had instances where something happened and I had to delete a credit card and when I went back in to download transactions, I go thousands.  You need to work on that system to give more options.When Citibank issues you a new card because your was stolen, they transfer all of your previous transactions to your new card.  When you link that card in quicken and proceed to download, you get every transaction that Citi ever recorded on that card.  This duplicates thousands of transactions in Quicken.  What a mess to clean up - hours of work.Remember credit card are compromised or stolen frequently and you don't want to start all over again download transactions in Quicken.  You want to begin downloading from the date of card replacement."
4,I keep reviewing my investments on a daily basis and track my Net Worth.  Quicken is a great program
4,"I would rate the product 5 *, but a number of current and past issues make that rating impossible.  Try to delete an online payee, or replace one with the same name.  Good luck.  Also, always backup your data before you allow them to update the software; Luckily I did because they lost the current file on an update a few years ago.  Also, be prepared to learn differences between old and newly updated interfaces.  It will take you some time.  Come to think of it, maybe the software should be only 3 Starts!"
5,The customer service under the new owner is great
2,"Quicken is great. Mobile Quicken doesn’t work very well. Slow to load, options poor."
5,It is easy to use and has everything I need
5,I mostly use my Quicken reports for tax prep and couldn’t do without them.
1,"I don't know what happened. In early November the data download from Schwab did not execute successfully and I was left with a message that read zzz An error has occurred with no further clarification.  The account balances did not equal the Schwab values and I never got any indication that would allow me to review the account transactions that had occurred since the last download.  I have tried the same thing for each of the last few weeks with the same outcome.  At this point I do not know where to turn so why don't you cancel me account and refund the money I was just billed for and I will go on my way.  Thank you, Walt Lawrence 703-577-2794"
4,"Basically very pleased.  Some snafus are happening where payments are made via bill pay at bank, when cashed come back with a different payee name which becomes rather confusing to say the least.The last update took literally months to clear.  Kept stopping in middle of download, so I stopped trying to upload.Anyway, I have been using Quicken for many years, don't know what I would do without it."
2,I uploaded the new Quicken and followed all instructions and now I can't access or download information from one of my major investment accounts. Very disappointed after all these years.
1,The way you handled the Charles Schwab transition was pathetic to say the least.  You should be ashamed to treat your customers like that.
3,"I have not been able to download Schwab updates without errors, and sometimes my Fidelity downloads have some errors. Very frustrating since I like to upgrade frequently. This gives me no end of worry that my finances are not accurate."
5,I have found Quicken to be very reliable and have no complaints at this time. I've used Quicken for over ten years.
2,TurboTaxEvery time there is an update it is requiring my registration code. The bigger issue is that when the screen box opens for me to enter the code the fields are dead and will not accept data entry.I have to reopen about 10 times and tab until I get to a point that I can enter data in the registration code.This needs to be fixed. It has never happened h to o me before and I have used TurboTax for years.
5,
5,"Your tech support was very knowledgeable, helpful and patient as I worked through my questions"
5,"I have been using Quicken for many years for my person finances, and appreciate the way I can to adapt it to my slowly changing needs."
5,
4,Every time I get an update I get a message saying cannot download. The first four times it happened I called quicken support. They had me do all kinds of fixes including deleting and reinstalling program. Finally they told me to use Mondo patch. Now at least monthly I have to download mondo patch to get updates. I thought with subscription renewal it might change things but it hasn’t.
3,I was a disappointed to learn that the issue I am having with Citibank credit card connection with Quicken is over 10 days old and the issue has not been resolved.   I would think this would be a high priority to resolve and issue with a major bank.  I hope it is not an omen of the current condition of Quicken operations.
3,I had a issue with getting my Credit Score thru Quicken starting about 3 years ago. It still does not work. How's that for service?
4,I would give you five stars if the Quicken deluxe version included bill pay.  Bill pay is something I shouldn't have to pay for.
5,I am very happy with Quicken. It is easy to use and understand
4,
5,Great Product and easy to use to stay updated.
5,Great product!!! Have used for 25+ years. Love the subscription vs having to find and buy a cd.
4,when I download credit card transaction they go under payment and the payments on the card go under charge
5,
5,"Easy to use.  have used it now for about 10 years.Helps me stay up with the market, IRA's, and banking instead of searching 100 sites."
4,"One annoyance I have noticed in when a transaction is downloaded and TXFR is shown in the Check # column, the category entry is severely restricted.  This is not necessary and should be corrected."
2,"With 20 years of transaction history, windows are incredibly slow to refresh. It's extremely painful to use the product"
5,Great way to provide an overall view of financial information. Integrates well with my credit union and all my credit cards and mutual funds. The Mac version has come a long way.
5,He cured my problem by importing previous data
2,I adopted Quicken many years ago to use as a central repository but didn't upgrade every year. For my needs paying every year is not worth it. Also downloading stock info was not accurate and too complicated. I need you to delete all of my data. I have removed the software and data off of my computer.
5,
5,I was helped by a very knowledgeable young man who understood my problem.
5,
5,Quicken works great the only problem I have is I can not get it to work with my bank to put the checks for the month in it.
4,Having to pay an annual subscription to connect to my bank with my own password is annoying.  Should be free if you don’t use Quicken bill pay.
5,"Program has always worked great and as advertised.  The few times I have needed an agent for a problem, wait time has only been a minute or two and have never had to spend more than 10 minutes fixing the problem.  Agents also speak very good English which has been a problem with other software.  Love the program."
2,I have been very disappointed in Quicken lately. It has stopped updating my checking and saving account. It can not get the right amounts on my investments. I am quite frustrated at this time with all the hours I have put into trying to fix the problem and nothing works. Not sure if I will renew my subscription.
1,Quicken is a very good place. It is very easy to use.
4,"I have been using Quicken for many years and have been mostly satisfied with the product. Easy to use, no annoying messages and entering data has been very simple to do.Sometimes the updates have caused havoc, but returning to earlier versions is easy to do."
3,Automated categorizations of spending categories are sometimes erroneous.Infrequent duplications of spending transactions. Laborious sign in to update at USAA  site
5,The agent was very knowledgeable and patient in order to get my Quicken running smoothly again.  I love the fact that you all always answer the phone.
3,I've written to you before on this. The interface to manually update price of holdings suffers when the date is XX/XX/XXXX as opposed to X/XX/XXXX or XX/X/XXXX. This the interface will not accept 8 digit date when entering by keyboard. Really a pain for a updating bond prices for 10/31-2021. Should be a simple fix.
5,I am impressed with the fact that you constantly upgrade to make our financial bookkeeping easier.
4,
3,Often when I try to download bank dataIt doesn’t work so I have actually go to bank site download that way
4,Does the Job. Very intuitive for us that do not have time to read the Tech Order.
5,I would be lost financially with Quicken.  I've 7sed it for many years.
2,It seems just about every time it starts working smooth you do an update and then slow and bugs. I have been using quicken since DOS 4. I think I'm done using it. But
3,Quicken was a great program before you bought it. Its becoming junk.Three star rating is being generous.
5,I have used Quicken for several years. It always works perfectly.
3,Too many problems with downloading transactions. At least once a week an account won't download (error comes up). Lacks a manual method of matching downloaded transactions with register transactions.Investments lack a TRR (Total rate of return) column. Without that it is pretty much worthless. Does not have a split transaction available for dividends that includes return of capital. You have to manually create a new transaction for the return of capital and edit the dividend transaction to subtract out the return of capital (to keep the 'Cost Basis' and 'income' accurate).Transaction 'action' does not transfer from Investing to Banking.I use the Mac version. Don't know if these issues exist in the PC version.Quicken is the best financial software for the Mac but still needs some improvement to be prefect for me.
5,I’m a long time Quicken user. I continue to use Quicken because they have been response to concerns and criticisms expressed by users to make Quicken better and more responsive to how online banking and tracking financial needs is being done today.
2,I have used quicken for 20 yearsNever has the product had so many glitchesVery disappointedHappy to discuss with any rep to make the product what it once was
1,I inadvertently purchased the wrong product and was not able to get the right product without buying it again.
3,I was a long-time customer but your product kept evolving to be much more powerful than I needed. And the price kept going up and I did not like the move to renting rather than owning.
5,Quicken is the one place where you can keep all your finances and see an updated net worth immediately. The bill pay service links nicely to your accounts. The key to keeping all in one place is that is forces you to tell yourself the truth about both income and expenses.
5,"Your rep was very friendly, helpful, and knowledgeable.  Shortly after we began talking, the call terminated mid sentence.  In a couple of minutes, the rep called me back.  I was amazed.  Unfortunately, there was not a fix available for the problem I was having with the Schwab update, but the call was courteous and all my questions were addressed.  Fortunately, later in the day, the problem was resolved and I was able to update again."
5,Loving the new interface! Rock on with your bad selves! 😀
5,I’ve called many times and they are Great!Love the service.
5,Amazing. Fixed my issue in minutes. Knew exactly what needed to done. She was awesome!
5,
3,"For the most part, pretty good.  Yet, too many bugs too often require j3 to redo stuff. I use quicken to save time not waste it."
5,Jerry has been doing my echocardiogram several times over the past 11 years.  I have come to request him when I make my annual appointment although I've never had a bad experience with any of the other folks in that department.
3,"Very difficult to find answers when things don't work. You may be able to find something in the forums, but that's hit and miss. You may eventually be able to speak with someone or get a direct contact, but not likely."
1,I can’t connect and download from PenFed account.
5,I’ve been using this product for the last 20 years.  Best personal accounting software hands down.  I recommend it to all my friends and family.
3,"I realize that ""updates"" are essential to the program. However, when they do - sometimes my information disappears. Thank goodness I back up my files on another source.I would prefer to Own the program, as in the past. Rather than Renting it."
5,Great product.   Easy to use.
5,Quicken is  an easy to use home accounting program that has assisted me in tracking my income / expenses
3,"On the transaction sheet, I find it difficult to change the size of columns and also rearranging them."
1,"Have used Quicken Deluxe for about 20 years; startibf \g with Windows and living through the growing pains of MacOS. The product has gotten progressively  worse. Never again will I renew. Fidelity provides  the kind of info I need, so this is the last year for me."
2,"I have some bank accts that will not synch, no matter what i do."
4,"all I care about is a level of ""does-this-acutally-work"" ... and with your product ...I can work and do stuff with your software --- without too many bugs."
4,Used Quicken for years. Very good
5,I use Quicken daily. I find it easy to navigate. Updates are well set so I don't run into problems after the update which happens with some programs. I like that it  is connected to my banks.
3,I am annoyed everytime I have select a category which quicken refuses to remember even though i ve used it many times.I also hate the predicted supposed words which pop up when entering trsnsactions.
4,I rely on Quicken to keep all our finances. It’s gotten expensive. But finding a less expensive option and transferring data gave kept me from moving on.
5,Quicken is a nice software. The customer service was very helpful!
3,Product works well in general.  No tech support at all!
5,I use automatic annual renewal and it works perfectly.  I have not tried the budget feature yet and do not use the automatic transaction download as I keep the data up to date as I deposit and withdraw and some transactions have a two or more day delay at the bank.  I do use the reports feature regularly and especially when doing my taxes.  I plan to try the budget feature early next year.
3,"Quicken makes it easy to renew.  I've used Quicken for 20 years now.  Overall, the product works well; however, some of the changes have not been so good.  Things that used to work easily (like downloading from on-line accounts) and deleting payers is much more difficult than it used to be.  Getting support is difficult as well."
5,Through it all you are there. Thank you.
5,I have been using Quicken for many years.  It is very helpful.
2,"Like many companies, Quicken makes it almost impossible to get to a human being. I had a technical issue that was not immediately addressed by all the help articles. I didn’t want to spend hours reading irrelevant instructions; I needed to speak to a real human being.I really wish that Quicken would not force me to pay an annual subscription. I used to buy the program every few years, and that is what I prefer. But now we’re forced to pay every year."
5,The Mac upgrade has been much improved and functional the past few years. I have 20 years of data in my home Quicken and it has transferred effortlessly
2,"Too much junk, too complicated, too expensive.  I just need to pay bills and keep up with bank accounts."
5,
4,"Every time I have had to ask for help, the response has been fine. The reason I don't give 5 stars, is that although I understand the reason for constant improvement and problem fixes, it is most annoying to have to sit through yet another update before I can use the program."
5,"I’ve been using Quicken on a Mac for over 20 years. It’s made my life easier, especially at tax time."
4,"I use Quicken to trac my various accounts and write checks.  Quicken adds one more way that I can see where my money is being spent and confirm I am not going over my budget.The only few things that are worthy of improvement might be:1) The ""web based"" style of drawing the content of a Quicken page take quite a long time.  If it could be made to respond more quickly, as when quicken stored its data locally on the machine that is being used, it would be a great improvement.2) Some of the columns of data are too wide and the width cannot be controlled or customized. Making column width customizable would be a big improvement."
2,"There was a lot added to Quicken for the change (upgrade is a misnomer) but nothing that was of interest to me.  The end result is that Quicken added ""stuff""  but not things that I would use."
1,"The problem with syncing with Schwab was really badly handled. It would have been so much better if your tech support team had told me that you were working on a fix and not took several hours of my time to accomplish nothing. In addition I got a second account that is a duplicate, but not exactly, and now I’m going to have to spend time (how much?) to fix that. All in all, a dismal performance."
5,I’ve been using Quicken for several years and have had hardly any issues with it during that time.
5,your tech was knowledgeable & helpful  I was totally confused & he made things understandable     thanks
4,"Quicken itself is fantastic, but.....  Unfortunately, I have found that its data-exchange interface with banks, etc. leaves something to be desired."
4,"Quicken for the Mac has greatly improved in its basic functionality. Thanks a lot for making it possible to export more reports to Excel.  It's still not as good as QW for Windows, but it can do everything that I need now."
1,"I need a way to disable the automatic update each time I launch Quicken. the latest quicken update messed up the transaction download (it could not match the downloaded transactions to saved accounts). Now I am dead in the water, probably have to reset the online service and have to go through hundreds of already reconciled transactions again.If you can't do a proper QA job at least let me choose when I take the update."
5,"Frank, the tech who worked with me, was skilled, thorough and cheerful throughout a lengthy process."
5,Quicken is easy to use. Helps me keep on budget. I can see where I spend my money and can better understand my spending habits.
4,"I actively use Quicken for everything - especially daily updating stock prices.  In the far left of the Investments screen, beside the stock name, is exhibited news stories that might affect the stock.  ""Stories"" listed are always so weak (XYZ is presenting as such-and-such conference next week).  Wish Quicken would subscribe to a better financial news thread.  I.e., stories that might really affect the movements in stock price."
3,"The software is great. The customer service is non-existent.  There is a glitch when downloading account updates (transactions, etc.) for which there is no help topic and no one from Quicken has ever responded to my requests for assistance."
5,This program has always been a great help for me to organize my personal accounts and doing my taxes. The updates have been great for keeping the program up to date.
5,
5,Quicken helps me stay on top of my finances and our family finances. I fare better by using this tool!
1,Lack of response to my specific question.
4,"I've been using for years and love your product.  However, would love an enhancement that allows foreign currency by account.  Most of my portfolio is in $ however, I have 1 account overseas and would be nice to be able to input in thT denomination and have it listed with both the foreign  urre Cy and $ which would be updated daily to accommodate changes in exchange rate"
5,
2,I am still waiting for a response as to why I can't edit invoice address
3,It's gone down hill over the years. It still can't add negative numbers on credit card downloads. Investments are always out of balance and no one seems to care and you tripled the price.
3,Mostly fine. Had many times I can’t download from Citibank.
1,"I have completed stopped using both Quicken and Quickbooks Pro. Buggy, expensive, crazy subscription plans, no way to own the software outright for opening old files without paying every year - so many reasons they are terrible. Add in convoluted, slow and confusing online help, slow and often uninformed tech support. A complete case of company that has abused market share to become everything bad about software."
5,The only complaint I have is the translation of account names involved in transfers from one bank account to another at the same bank.
3,"The program has recently been getting better with needed updates..the investment tracking and reporting features still need work..  printing , saving and working through reports still just average..  program doesn’t work with Coinbase, Robinhood, and some other programs not capable of downloading data.."
4,"I use Schab Investments.  The last update, just installed, has left my Schwab investment records scrambled and will not update properly.  Most of Quicken is fine, but the 'investments' accounting is not OK."
5,I have been a Quicken user for many years. It's a really great software for keeping my finances in order.
3,"I have used Quicken for many years. Before there was a MAC version that was useful, I used Quicken on a Windows program on my MAC. I was very happy when the MAC version came out.My experience is that it works well most of the time. I have been having lots of sync problems in recent weeks. And I am not sure how to resolve these problems. The reporting functionality has much to be desired (I am also a Quickbooks user so you can guess what kinds of reports I would want)."
5,Quicken has been my checkbook and record keeper since I biought my first Macintosh.  Keep up the fine support!
3,"I have been a Quicken customer since the early 1990’s and unfortunately my evaluation on their performance as a supplier has gradually declined, year in year out. My concerns fall into 3 major categories, as follows:1) Each years new version claims to provide a better product. In fact the year to year product is not that much better. What it is is just enough different to justify selling us a new version and forcing us to relearn the different, but not better software. Most truly successful technology companies expand their revenue by expanding their product offerings rather than forcing their customers to purchase rehashed products with very little added value.2) The level, accessibility and quality of customer support has declined substantially since the 1990’s. It is apparent that the number of qualified technical service reps. per 10,000 customers has constantly declined along with their technical competence. To get meaningful technical support from Quicken today is a all day or multi-day affair.3) The recent technological disaster for Schwab customers is a case in point that Quicken is no longer at the top of its game. In one fell swoop Quicken managed to scramble the transaction records of all my banking, brokerage and trust accounts, even creating whole new erroneous Quicken accounts to find a place to randomly place transactions the new software didn't know what to do with. Fortunately I had a recent backup copy of my accounts with which to restore my system and am still waiting to to update my accounts until the rush for technical assistance declines so I can get my Schwab updated."
3,"I like the product and have been using it for years. However, my issue of Schwab accounts not updating still has not been resolved"
5,Quicken meets all my banking needs. I have used other programs but I have found Quicken to be the easiest and most understandable to me.
4,Quicken has always been good but I have been scammed several times by people pretending from Quicken so I not longer feel comfortable with Quicken. I will still use it but I need proof that people saying that they are from Quicken really are.
3,"I am glad that I purchased Quicken.  When it works, it is GREAT; however,  I have been trying to get set up with my new bank account , which they cannot help me solve the issue and I was told I have to get Quicken to resolve it.  HERE’S THE PROBLEM:  I have waited for over 30 minutes more than 3 times and NEVER get to a rep.  That is VERY FRUSTRATING AND UNSATISFACTORY!!!  I am tempted to go to a competitor."
4,I find the new iteration less user friendly than in the past.
5,I really like having all my bills located in one place.
5,Every year it gets better and it has been great for years.
3,"I have been using Quicken before it was called Quicken.  I loved the original series.  The set up was a ""Bookkeeping set up. Now I spend a lot of time looking for an item.  I nloved it when they were classified as debits and credits. Assets and liabilities.  I understand why you changed but I do not have to like it.Another problem is the accounts receivable section. It takes 3 selections to pull up one customer. Why can't it just be ONE?I do love that you have a trustworthy product which is accurate and produces balance sheets etc that are acceptable to most."
5,
4,"It never automatically downloads my transactions from my credit union.  If I forget to do it, then I could miss a whole month's worth of transactions."
3,My computer crashed over Thanksgiving. If they can help me restore it I'll give them 5 stars!Jim
5,I have been using Quicken since the mid-80s to the date! Are used to run checks and print them I really enjoyed that however now it is electronic payment I can rely on the accuracy of the reconciliation tool keeps me in check and doesn’t let the banks rip me off for overdraft fees thank you Quicken for all these years!
5,Thanks for the updates that have brought Quicken to a cutting edge program.
5,Quick fix. Appreciate the service.
5,Keeps me on top of my expenses and payments when due without me having to go to each web page. I know at a glance what the balance is in my bank account
5,Makes the tax filing less painlessly
2,"None of my account totals are correct and I mainly download from the net. I can’t fix it because you don’t supply a manual with software.  You have no support other than hitting my credit card for a minimum of $50.  Every time you upgrade, my totals are off even more.  No, I not happy with your customer service or support at all."
5,Agent was very helpful in instructing me on how to down load the program to a new laptop.
5,
4,I have been using your products for over 20 years and have personally observed the many improvements over the years.  I don't have any thing negative to say as I have no complaints. The product serves my current needs.
5,I use it strictly to balance my checkbook and it works great.
4,I wish that you could customize reports beyond the standard ones available.
5,"I've used Quicken for years and its been a great help to me when I had a business and when I haven't. The only negative is on updates some of my ledgers seemed lost but Customer Service has helped in recent years. It's the best way to keep a ledger for taxes, balances and a reminder of what you did over the year."
4,"When updating Q I always need to reconfigure some items and redo preferences that were made earlier. Not a big issue but it does take extra time. On one of the latest, after installing, it opened an older backup and it I had to reinstall an earlier backup then manually reenter some transactions."
2,"Quicken is a great product that I have been using for 20 years. Unfortunately, the company still has NOT resolved the connectivity issues for downloading transactions from USAA."
5,I use Quicken for all home financial planning and tracking
2,"I got frustrated with the csr.  He kept givng me the usual canned answers,  and having me try things that I told him repeatedly that I had already performed on my own.Not everyone who calls in for help is computer illiterate. I myself have a computer science degree,  and didn't appreciate the condescending tone."
5,Quicken has always been my go to app for my finances. I hope you keep up the good work.
5,After using Quicken for around 20 years I find it so easy to use and it communicates with all my Financial Institutions
4,"...of your finances. I've been using Quicken for almost 15 years without issue. I do have an issue with the interface with my credit union when I download transactions, but that did not happen with Wells Fargo, so it's particular to the credit union. I just deal with it and carry on."
5,I have been using Quicken for years. I have nothing but praise for the setup
4,"Updates have been good and smooth, but I'm still annoyed that you drop support for amortized loans in my version."
5,The product I quirky  and full of problems but tech support is excellent.
4,Quicken doesn't seem to categorize my transactions accurately.  I always have to add categories to already saved transactions when  I download!  Annoying!
5,"This month marks the 30th year that I've been using Quicken to track my personal finances. I find it very useful and user-friendly and I've generally thought that the changes during that time have been improvements. I always let Quicken automatically update mutual fund prices for me and that works fine. I did briefly download transactions from one institution, but it took up more time than it saved me, so I abandoned that after a couple of months. Overall, I am very pleased with Quicken and anticipate using it for many years into the future."
3,Been a user for as long as I can remember but things have gone downhill over the last few years. The assumptions made regarding payees is usually wrong and Quicken makes assignments for a large number of transactions. This results in a lot of extra time to correct things. What seems illogical is the payee information is on the data.This gotten to the point that I am looking for a replacement but ther does not seem to be much out there with the breadth of functionality of Quicken.
5,"I have been using Quicken for over 20 years.  It really makes keeping track so much easier, and I know I do not use it to it full capability.  I am always learning more."
4,Tech support person was friendly and helpful but did not get to the bottom of the repeat issue to solve it in the time I had available.
3,Too many updatesI cannot synch my investments. I come to a screen and says updates whichI do snd then it does not allow me to go forward.
5,Quicken is easy to use and help is available when needed.
3,Quicken app for Android is very unreliable. Can't make use of it.
5,"QUICKEN IS A GREAT SOFEWARE TO HAVE , EVERY HOUSEHOLD SHOULD USE IT"
1,The CD supposedly shipped around November 20 has not arrived as of December 14. No response to my enquiry with Customer Support. I now doubt this review will be considered…
4,
1,"After years of using your application, all of a sudden, I was not able to reconcile my bank account and no one in your company was able to help me for months.Finally, I had no other option but to create a brand new file and type all my information  again. A lot of work and no one was capable of figuring out why I started having the problem to begin with."
5,"I love quickenKeep all info of my business and personal transactions in one houseat the tip of my fingers, anywhere I have internet"
5,Effectively updated and supported...easy to use format...very productive tools
3,"I attempted to use chat to resolve a problem with pricing. The upside is that the problem was eventually resolved. The downsides are that it took a very long time, and that in the end, the plan that I bought didn't turn out to be the plan that I asked for; the agent simply didn't plug in the correct information after our lengthy interaction. Disappointing."
4,I like the program and it has come a long way over the years. What I don't like is the fact new users can buy it for $69 and I have to pay$130 every time I renew.
5,I’ve used Quicken for maybe 30 years.  Any issue has always been resolved.
3,I have been using Quicken since 1995 and find it an excellent way to keep track of my expenses and spending.  I do find it difficult to obtain reports.  Also I have difficulty with auto-fill due to key words.
5,"i have been very pleased with the service I receive from Quicken.  When I call, I get a live person who is very capable of walking me through whatever it is that needs to be done.  EXCELLENT!"
5,When I call for help I usually get very helpful people on the phone. Unfortunately what causes me to call is unbelievably stressful and upsetting that it takes me a long time to bring my blood pressure down!
5,I've used Quicken for 20 years.  I love that I can go back in history and find information about past spending.  It is a very valuable tool.  Downloading and reporting are pretty good.
5,
5,I like using  Quicken to keep track of my bills.
1,"I'm having MAJOR issues with the Cloud backup. I havew 2 computers, which I use alternately and always sync with the cloud. A little more than a month ago, I synced my desktop with the cloud. I switched to my laptop and synced it with the cloud and the problems began. I had double entries of deposits and charges dating way back. It's taken me all this time to even come close to a clean reconciliation. I set up a Excel file for all my banking and credit card accounts. It's a little tedious, but it works. I save all entries to an SSD. I hope you can underestand why I'm gun-shy about using the cloud ever again. Is there any way to delete all records on the cloud and start fresh?"
5,Been a customer for almost 30 years. Great program with only one compliant in all that time. They left me in the cold when they discontinued supporting home content value and inventory. I’m still upset about that screwup.
5,I have used Quicken for many years. Really helps with budgeting and it is so handy at the end of the year to do my taxes.
5,I have had Quicken for many years and it has always been very useful to me and easy to use.
2,"Quicken has features no other software has available.  I have been with Quicken ever since Microsoft Money went away.  It was a much better program before they joined Intuit, then split off again from them.  I've had multiple times where I had to rebuild my entries, especially paycheck break downs.  It's cost me way more time and frustration than I care to deal with.  Yet, because of the features, it's the one I continue to use.   I've been using the Home and Business version because I don't like Quick Books."
5,Have used Quicken for many years.  Always gets better
1,Quicken is the buggist program I've ever used. It consistently loses data and locks up with errors. Total garbage.
2,I cannot download anything from Charles swab no matter what I do
4,"All in all you did fine!  I don't use the program like accountants or bookkeepers might, down loading transactions from banks, we use it like a general ledger. I wish there was a simple version I could use, but I realize that the days of running programs from your desktop privately are over.  I'm happy that every time there's an update, I don't loose information.  I've used the program for years and I'll continue to do so and I'll recommend the program to others if asked."
5,Awesome product.  Have used Quicken for many years and have been more than satisfied.   Thank you for a great product and great services.
5,"You know the last thing I need to do, is have you tell me how to write a review, if so, I suggest you start paying my bills!! PhilEasy to use!"
4,"I have been using quicken for over 15 years.  I still like it, but the most disappointing change was deleting the option to input a check number when applicable."
3,Not a great overall tool. Not great for updating investment information unless you can download data from Fidelity for example. The Principal 401k doesn’t allow download so it has to be done manually which is difficult in Quicken.
3,The upgrades to my quicken program will not work automatically. I always have to go to the quicken community to download the Mondo patch in order to do the update.  I would prefer if it would work without having to search for the patch.  I think quicken should be able to correct this problem as I see others have the same issue.  I am working with a desktop computer with windows 11 operating system.
5,I have used Quicken for a very long time. It is easy to use yet provides detailed control of my finances and investments
5,"Have been using for many years, keep up the good work"
5,
1,The Schwab mess and your handling of it has left you with a very black eye.
5,I am a longtime Quicken user.  This Mac version is fantastic.
5,"I love using Quick Books. The one thing I “don’t “ like is how it does updates. It just takes over. And no matter how big a hurry I’m in, I just have to wait."
4,"Quicken works for what I need, tracking my expenses and helping me prepare my taxes."
5,I've used Quicken for more than 2 decades now.  It's the easiest program of its' type to use.  I highly recommend the program.
5,
5,Love it! Have used it for years.
5,"I had a problem updating accounts online; in trying to correct things, only made matters worse.  Quicken expert patiently walked me through necessary steps to clean up and fix.  Very satisfied."
3,"Too be honest with you, Quicken used to be more user friendly. Now, I find it hard to use. It is convoluted and confusing. Hard to write and print checks, hard to reconcile my accounts. When I go to split my Amex bill each month, There is no easy way to recall and list recurring purchases. Otherwise, it’s a fairly decent program."
3,"Major issues last update ....wouldn't open and when trying to close, left a piece that wouldn't close and had to reboot many times to clear"
3,I’m very disappointed that despite numerous and weeks worth of reports of errors in downloading from the PFCU the quicken team has still no resolution.
4,Budget very bad.  Occasionally communication with banks a problem.  Overall good
2,"My quicken does not work right, I have tried to get it fixed but help has not been very helpful."
5,"Actually, I didn't even realize that it renewed. I'm glad it did though, as this is where I keep my checkbook balanced. I don't use anything else."
5,
5,Quicken has always been a good product with great support. Keep up the good work.
